2012-05-30,foodweb,visualisation and analysis of food web networks
2012-05-30,intpoint,linear programming solver by the interior point method and graphically (two dimensions)
2012-05-30,mitools,Tools for multiple imputation of missing data
2012-05-30,msir,Model-based Sliced Inverse Regression
2012-05-30,nortest,Tests for Normality
2012-05-30,rEMM,Extensible Markov Model (EMM) for Data Stream Clustering in R
2012-05-30,scuba,Scuba diving calculations and decompression models
2012-05-30,spsurvey,Spatial Survey Design and Analysis
2012-05-29,assertive,Readable check functions to ensure code integrity
2012-05-29,epiR,An R package for the analysis of epidemiological data
2012-05-29,genomicper,Circular Genomic Permutation using GWAS p-values of association
2012-05-29,longclust,Model-Based Clustering and Classification for Longitudinal Data
2012-05-29,ncf,spatial nonparametric covariance functions
2012-05-29,stabledist,Stable Distribution Functions
2012-05-28,disp2D,2D Hausdorff and Simplex Dispersion Orderings
2012-05-28,ergm,"Fit, Simulate and Diagnose Exponential-Family Models for Networks"
2012-05-28,GWAtoolbox,GWAS Quality Control
2012-05-28,LMERConvenienceFunctions,"A suite of functions to back-fit fixed effects and forward-fit random effects, as well as other miscellaneous functions"
2012-05-28,MAMS,Designing Multi-Arm Multi-Stage Studies
2012-05-28,plus,Penalized Linear Unbiased Selection
2012-05-28,SYNCSA,SYNCSA - Analysis of functional and phylogenetic patterns in metacommunities
2012-05-27,Grid2Polygons,Convert Spatial Grids to Polygons
2012-05-27,MetaQC,MetaQC: Objective Quality Control and Inclusion/Exclusion Criteria for Genomic Meta-Analysis
2012-05-26,actuar,Actuarial functions
2012-05-26,cosso,"COSSO, adaptive COSSO, variable selection for nonparametric smoothing spline (quantile) regression models"
2012-05-26,multcompView,Visualizations of Paired Comparisons
2012-05-26,NBPSeq,Negative Binomial Models for RNA-Sequencing Data
2012-05-26,OpenCL,Interface allowing R to use OpenCL
2012-05-25,fgof,Fast Goodness-of-fit Test
2012-05-25,gdistance,distances and routes on geographical grids
2012-05-25,ks,Kernel smoothing
2012-05-25,Luminescence,Package for Luminescence Dating data analysis
2012-05-25,Maeswrap,Wrapper functions for MAESTRA/MAESPA
2012-05-25,MatrixEQTL,Matrix eQTL: Ultra fast eQTL analysis via large matrix operations
2012-05-25,OptimalCutpoints,Computing optimal cutpoints in diagnostic tests
2012-05-25,osmar,OpenStreetMap and R
2012-05-25,qtl,Tools for analyzing QTL experiments
2012-05-25,SpatialTools,SpatialTools
2012-05-25,synbreed,Framework for the analysis of genomic prediction data using R
2012-05-24,aws,Adaptive Weights Smoothing
2012-05-24,BinNor,Simultaneous generation of multivariate binary and normal variates
2012-05-24,dynsurv,Dynamic models for survival data
2012-05-24,WeightedPortTest,Weighted Portmanteau Tests for Time Series Goodness-of-fit
2012-05-23,awsMethods,"Class and Methods definitions for packages aws, adimpro, fmri, dwi"
2012-05-23,caTools,"Tools: moving window statistics, GIF, Base64, ROC AUC, etc"
2012-05-23,ChemoSpec,Exploratory Chemometrics for Spectroscopy
2012-05-23,dti,Analysis of diffusion weighted imaging (DWI) data
2012-05-23,EffectStars,Visualization of Categorical Response Models
2012-05-23,foreign,"Read Data Stored by Minitab, S, SAS, SPSS, Stata, Systat, dBase, .."
2012-05-23,G1DBN,A package performing Dynamic Bayesian Network inference
2012-05-23,MetaPath,Perform the Meta-Analysis for Pathway Enrichment analysis (MAPE)
2012-05-23,nlme,Linear and Nonlinear Mixed Effects Models
2012-05-23,osDesign,Design and analysis of observational studies
2012-05-23,qtutils,Miscellaneous Qt-based utilities
2012-05-23,rcppbugs,R binding for cppbugs
2012-05-23,Rjms,R messaging using ActiveMQ and jms
2012-05-23,Rsolnp,General Non-linear Optimization
2012-05-23,SamplingStrata,Optimal stratification of sampling frames for multipurpose sampling surveys
2012-05-22,changepoint,An R package for changepoint analysis
2012-05-22,dataframe,Fast data frames
2012-05-22,iterLap,Approximate probability densities by iterated Laplace Approximations
2012-05-22,maxent,Low-memory Multinomial Logistic Regression with Support for Text Classification
2012-05-22,ror,Robust Ordinal Regression MCDA library
2012-05-22,spatialprobit,Spatial Probit Models
2012-05-21,fastICA,FastICA Algorithms to perform ICA and Projection Pursuit
2012-05-21,ForeCA,ForeCA - Forecastable Component Analysis
2012-05-21,hash,Full feature implementation of hash/associated arrays/dictionaries
2012-05-21,HH,Statistical Analysis and Data Display: Heiberger and Holland
2012-05-21,inlinedocs,Convert inline comments to documentation
2012-05-21,NlsyLinks,Utilities and kinship information for Behavior Genetics and Developmental research using the NLSY
2012-05-21,okmesonet,Retrieve Oklahoma Mesonet climatological data
2012-05-21,pdc,Permutation Distribution Clustering
2012-05-21,SparseGrid,Sparse grid integration in R
2012-05-21,Taxonstand,Taxonomic standardization of plant species names
2012-05-20,BayesXsrc,R Package Distribution of the BayesX C++ Sources
2012-05-20,CatDyn,Fishery Stock Assessment by Catch Dynamic Models
2012-05-20,ETLUtils,Utility functions to execute standard ETL operations (using package ff) on large data
2012-05-20,lmf,Functions for estimation and inference of selection in age-structured populations
2012-05-20,opm,Tools for analysing OmniLog(R) Phenotype Microarray data
2012-05-20,R2BayesX,Estimate Structured Additive Regression Models with BayesX
2012-05-20,RVowpalWabbit,R interface to the Vowpal Wabbit
2012-05-20,sessionTools,"Tools for saving, restoring and teleporting R sessions"
2012-05-19,blm,Binomial linear and linear-expit regression
2012-05-19,doBy,"doBy - Groupwise summary statistics, general linear contrasts, population means (least-squares-means), and other utilities"
2012-05-19,ImageMetrics,Facilitates image analysis for social scientists
2012-05-19,irtrees,Estimation of Tree-Based Item Response Models
2012-05-19,PEIP,Functions for Aster Book on Inverse Theory
2012-05-19,RcmdrPlugin.SCDA,Rcmdr plugin for designing and analyzing single-case experiments
2012-05-18,dbstats,Distance-based statistics (dbstats)
2012-05-18,gdsfmt,CoreArray Genomic Data Structure (GDS) R Interface
2012-05-18,gsmaRt,Gene Set Microarray Testing
2012-05-18,HIest,Hybrid index estimation
2012-05-18,HTMLUtils,Facilitates automated HTML report creation
2012-05-18,LeafAngle,"Fits, plots, and summarizes leaf angle distributions"
2012-05-18,makeProject,Creates an empty package framework for the LCFD format
2012-05-18,mcmcse,Monte Carlo standard errors for MCMC
2012-05-18,meta,Meta-Analysis with R
2012-05-18,MultiOrd,Generation of multivariate ordinal variates
2012-05-18,multitaper,Multitaper Spectral Analysis
2012-05-18,RcmdrPlugin.KMggplot2,Rcmdr Plug-In for Kaplan-Meier Plot and Other Plots by Using the ggplot2 Package
2012-05-18,rpartOrdinal,Ordinal classification tree functions
2012-05-17,biwavelet,Conduct univariate and bivariate wavelet analyses
2012-05-17,boss,"Boosted One-Step Statistics: Fast and accurate approximations for GLM, GEE and Mixed models for use in GWAS"
2012-05-17,CUMP,Analyze Multivariate Phenotypes by Combining Univariate results
2012-05-17,DescribeDisplay,R interface to DescribeDisplay (GGobi plugin)
2012-05-17,googlePublicData,An R library to build Google's Public Data Explorer DSPL Metadata files
2012-05-17,heplots,Visualizing Hypothesis Tests in Multivariate Linear Models
2012-05-17,MissingDataGUI,A GUI for Missing Data Exploration
2012-05-17,msgps,"Degrees of freedom of elastic net, adaptive lasso and generalized elastic net"
2012-05-17,OrgMassSpecR,Organic Mass Spectrometry
2012-05-17,QUIC,Regularized sparse inverse covariance matrix estimation
2012-05-17,rrBLUP,Ridge regression and other kernels for genomic selection
2012-05-17,simSummary,Simulation summary
2012-05-17,tclust,Robust Trimmed Clustering
2012-05-16,bayesm,Bayesian Inference for Marketing/Micro-econometrics
2012-05-16,fishmove,Prediction of Fish Movement Parameters
2012-05-16,gmp,Multiple Precision Arithmetic
2012-05-16,igraphdata,A collection of network data sets for the igraph package
2012-05-16,lifecontingencies,Package to perform actuarial mathematics for life contingencies insurances
2012-05-16,M3,Reading M3 files
2012-05-16,primer,Functions and data for A Primer of Ecology with R
2012-05-16,RProtoBuf,R Interface to the Protocol Buffers API
2012-05-16,sampSurf,Sampling Surface Simulation for Areal Sampling Methods
2012-05-16,SDMTools,Species Distribution Modelling Tools: Tools for processing data associated with species distribution modelling exercises
2012-05-16,WMTregions,Exact Calculation of WMTR
2012-05-15,bayesclust,Tests/Searches for significant clusters in genetic data
2012-05-15,coxme,Mixed Effects Cox Models
2012-05-15,dma,Dynamic model averaging
2012-05-15,extracat,Graphic Extensions for Categorical Data
2012-05-15,fda,Functional Data Analysis
2012-05-15,lava.tobit,LVM with censored and binary outcomes
2012-05-15,maps,Draw Geographical Maps
2012-05-15,MetaDE,Meta analysis of multiple microarray data
2012-05-15,phenology,Tools to manage a parametric function that describes phenology
2012-05-15,RcppSMC,Rcpp bindings for Sequential Monte Carlo
2012-05-15,rfishbase,R Interface to FishBASE
2012-05-15,ri,ri: R package for performing randomization-based inference for experiments
2012-05-15,robCompositions,Robust Estimation for Compositional Data
2012-05-15,secr,Spatially explicit capture-recapture
2012-05-15,timsac,TIMe Series Analysis and Control package
2012-05-14,BradleyTerry2,Bradley-Terry Models
2012-05-14,cumplyr,Extends ddply to allow calculation of cumulative quantities
2012-05-14,cvTools,Cross-validation tools for regression models
2012-05-14,pcaPP,Robust PCA by Projection Pursuit
2012-05-14,pgnorm,The p-generalized normal distribution
2012-05-14,prefmod,Utilities to fit paired comparison models for preferences
2012-05-14,psychomix,Psychometric Mixture Models
2012-05-14,psychotools,Infrastructure for Psychometric Modeling
2012-05-14,semPLS,Structural Equation Modeling Using Partial Least Squares
2012-05-14,tm.plugin.mail,Text Mining E-Mail Plug-In
2012-05-13,BCEA,Bayesian Cost Effectiveness Analysis
2012-05-13,FourierDescriptors,Generate images using Fourier descriptors
2012-05-13,ProjectTemplate,Automates the creation of new statistical analysis projects
2012-05-13,RTextTools,Automatic Text Classification via Supervised Learning
2012-05-13,SortableHTMLTables,Turns a data frame into an HTML file containing a sortable table
2012-05-13,TextRegression,Predict continuous valued outputs associated with text documents
2012-05-12,frailtyHL,Frailty Models via H-likelihood
2012-05-12,geometry,Mesh generation and surface tesselation
2012-05-12,minqa,Derivative-free optimization algorithms by quadratic approximation
2012-05-12,SightabilityModel,Wildlife Sightability Modeling
2012-05-11,dafs,Data analysis for forensic scientists
2012-05-11,DNAtools,Tools for analysing forensic genetic DNA data
2012-05-11,fwsim,Fisher-Wright Population Simulation
2012-05-11,lavaan,Latent Variable Analysis
2012-05-11,LPCM,Local principal curve methods
2012-05-11,MigClim,Implementing dispersal into species distribution models
2012-05-11,mokken,Mokken Scale Analysis in R
2012-05-11,openair,Tools for the analysis of air pollution data
2012-05-11,processdata,Process Data
2012-05-11,RTDAmeritrade,RTDAmeritrade
2012-05-11,tmle,Targeted Maximum Likelihood Estimation
2012-05-10,bigml,R bindings for the BigML API
2012-05-10,BVS,Bayesian Variant Selection: Bayesian Model Uncertainty Techniques for Genetic Association Studies
2012-05-10,marqLevAlg,An algorithm for least-squares curve fitting
2012-05-10,mfr,Minimal Free Resolutions of Graph Edge Ideals
2012-05-10,mht,Multiple Hypotheses Testing For Variable Selection
2012-05-10,p2distance,Welfare's Synthetic Indicator
2012-05-10,RGtk2,R bindings for Gtk 2.8.0 and above
2012-05-10,rolasized,Solarized colours in R
2012-05-10,spatialsegregation,Segregation measures for multitype spatial point patterns
2012-05-09,Animal,Analyze time-coded animal behavior data
2012-05-09,catR,Procedures to generate IRT adaptive tests (CAT)
2012-05-09,cccd,Class Cover Catch Digraphs
2012-05-09,ChoiceModelR,Choice Modeling in R
2012-05-09,corpcor,Efficient Estimation of Covariance and (Partial) Correlation
2012-05-09,flexmix,Flexible Mixture Modeling
2012-05-09,gammSlice,Generalized additive mixed model analysis via slice sampling
2012-05-09,orloca,The package deals with Operations Research LOCational Analysis models
2012-05-09,phia,Post-Hoc Interaction Analysis
2012-05-09,plmDE,Additive partially linear models for differential gene expression analysis
2012-05-09,RCassandra,R/Cassandra interface
2012-05-09,rSFA,Slow Feature Analysis in R
2012-05-08,AGD,Analysis of Growth Data
2012-05-08,BaSAR,Bayesian Spectrum Analysis in R
2012-05-08,beeswarm,"The bee swarm plot, an alternative to stripchart"
2012-05-08,diveMove,Dive analysis and calibration
2012-05-08,diversitree,diversitree: comparative phylogenetic analyses of diversification
2012-05-08,ff,memory-efficient storage of large data on disk and fast access functions
2012-05-08,ggplot2,An implementation of the Grammar of Graphics
2012-05-08,gsbDesign,Group Sequential Bayes Design
2012-05-08,iCluster,Integrative clustering of multiple genomic data types
2012-05-08,minpack.lm,"R interface to the Levenberg-Marquardt nonlinear least-squares algorithm found in MINPACK, plus support for bounds"
2012-05-08,pcaPA,Parallel Analysis for ordinal and numeric data using polychoric and Pearson correlations with S3 classes
2012-05-08,RISmed,Download content from NCBI databases
2012-05-08,scales,Scale functions for graphics
2012-05-08,SunterSampling,Sunter's sampling design
2012-05-08,TSPostgreSQL,Time Series Database Interface extensions for PostgreSQL
2012-05-07,CityPlot,Visualization of structure and contents of a database
2012-05-07,mutoss,Unified multiple testing procedures
2012-05-07,mutossGUI,A graphical user interface for the MuToss Project
2012-05-07,s20x,Stats 20x
2012-05-07,shotGroups,Analyze shot group data
2012-05-06,BayesLogit,Logistic Regression
2012-05-06,clime,Constrained L1-minimization for Inverse (covariance) Matrix Estimation
2012-05-06,DierckxSpline,"R companion to ""Curve and Surface Fitting with Splines"""
2012-05-06,imputeYn,Imputing the last largest censored datum under weighted least squares
2012-05-06,Jmisc,Julian Miscellaneous Function
2012-05-06,nlstools,Tools for nonlinear regression diagnostics
2012-05-06,oro.dicom,Rigorous - DICOM Input / Output
2012-05-06,readBrukerFlexData,Reads mass spectrometry data in Bruker *flex format
2012-05-06,readMzXmlData,Reads mass spectrometry data in mzXML format
2012-05-06,scio,Sparse Column-wise Inverse Operator
2012-05-06,spdep,"Spatial dependence: weighting schemes, statistics and models"
2012-05-05,bayesLife,Bayesian Projection of Life Expectancy
2012-05-05,discreteMTP,Multiple testing procedures for discrete test statistics
2012-05-05,ISBF,Iterative Selection of Blocks of Features - ISBF
2012-05-05,metrumrg,"Pharmacometric tools for data preparation, modeling, simulation, and reporting"
2012-05-05,mmm2,Multivariate marginal models with shared regression parameters
2012-05-05,pathClass,Classification using biological pathways as prior knowledge
2012-05-05,plm,Linear Models for Panel Data
2012-05-05,Rlabkey,Data exchange between R and LabKey Server
2012-05-05,spam,SPArse Matrix
2012-05-05,survSNP,Power and Sample Size Calculations for SNP Association Studies with Censored Time to Event Outcomes
2012-05-05,tensor,Tensor product of arrays
2012-05-05,TSfame,Time Series Database Interface extensions for fame
2012-05-05,varcompci,VARCOMPCI: A Package for Computation of Confidence Intervals for Variance Components of Mixed Models in R
2012-05-04,birch,Dealing with very large datasets using BIRCH
2012-05-04,crrstep,Stepwise covariate selection for the Fine & Gray competing risks regression model
2012-05-04,kappalab,Non-additive measure and integral manipulation functions
2012-05-04,MSeasy,Preprocessing of Gas Chromatography-Mass Spectrometry (GC-MS) data
2012-05-04,MSeasyTkGUI,MSeasy Tcl/Tk Graphical User Interface
2012-05-04,RSeed,borenstein analysis
2012-05-04,StateTrace,Bayesian Ordinal Analysis for State Trace Designs
2012-05-03,betapart,Partitioning beta diversity into turnover and nestedness components
2012-05-03,bootRes,Bootstrapped Response and Correlation Functions
2012-05-03,CDNmoney,Components of Canadian Monetary and Credit Aggregates
2012-05-03,detect,Analyzing Wildlife Data with Detection Error
2012-05-03,EvalEst,Dynamic Systems Estimation - extensions
2012-05-03,KernSmoothIRT,Nonparametric Item Reponse Theory
2012-05-03,mmod,Modern measures of population differentiation
2012-05-03,playitbyr,Representing and exploring data through sound
2012-05-03,PropCIs,Various confidence interval methods for proportions
2012-05-03,R.devices,Enhanced methods for handling graphical devices
2012-05-03,spatialkernel,Nonparameteric estimation of spatial segregation in a multivariate point process
2012-05-03,stellaR,stellar evolution tracks and isochrones
2012-05-03,TSdbi,Time Series Database Interface
2012-05-03,TSgetSymbol,Time Series Database Interface extension to connect with getSymbols
2012-05-03,TShistQuote,Time Series Database Interface extensions for get.hist.quote
2012-05-03,TSMySQL,Time Series Database Interface extensions for MySQL
2012-05-03,TSpadi,Time Series Database Interface extensions for PADI Time Series Server
2012-05-03,TSSQLite,Time Series Database Interface extentions for SQLite
2012-05-03,TSxls,Time Series Database Interface extension to connect to spreadsheets
2012-05-03,TSzip,Time Series Database Interface extension to connect to zip files
2012-05-02,dse,Dynamic Systems Estimation (time series package)
2012-05-02,emplik,Empirical likelihood ratio for censored/truncated data
2012-05-02,lassoshooting,L1 regularized regression (Lasso) solver using the Cyclic Coordinate Descent algorithm aka Lasso Shooting
2012-05-02,Modalclust,Hierarchical Modal Clustering
2012-05-02,Momocs,Shape Analysis of Outlines
2012-05-02,mpmcorrelogram,Multivariate Partial Mantel Correlogram
2012-05-02,mpoly,Symbolic computation and more with multivariate polynomials
2012-05-02,MVPARTwrap,MVPARTwrap: Additional functionnalities for package mvpart
2012-05-02,phytools,Phylogenetic Tools for comparative biology (and other things)
2012-05-02,psych,"Procedures for Psychological, Psychometric, and Personality Research"
2012-05-02,rscproxy,statconn: provides portable C-style interface to R (StatConnector)
2012-05-02,sp,classes and methods for spatial data
2012-05-02,tcltk2,Tcl/Tk Additions
2012-05-02,tframe,Time Frame coding kernel
2012-05-02,tframePlus,Time Frame coding kernel extensions
2012-05-02,tsfa,Time Series Factor Analysis
2012-05-02,tsne,T-distributed Stochastic Neighbor Embedding for R (t-SNE)
2012-05-02,vimcom,Intermediate the communication between Vim and R
2012-05-01,bcrm,Bayesian continuous reassessment method (CRM) designs for Phase I dose-finding trials
2012-05-01,condmixt,Conditional Density Estimation with Neural Network Conditional Mixtures
2012-05-01,mmand,Mathematical Morphology in Any Number of Dimensions
2012-05-01,plotmo,Plot a model's response while varying the values of the predictors
2012-04-30,csound,Accessing Csound functionality through R
2012-04-30,fpp,"Data for ""Forecasting: principles and practice"""
2012-04-30,gglasso,Group Lasso Penalized Learning Using A Unified BMD Algorithm
2012-04-30,ggmap,A package for spatial visualization with Google Maps and OpenStreetMap
2012-04-30,sculpt3d,A simple toolbar GUI for brushing RGL plots
2012-04-30,SemiParSampleSel,Semiparametric Sample Selection Modelling with Continuous Response
2012-04-29,BayesSingleSub,Computation of Bayes factors for interrupted time-series designs
2012-04-29,bpkde,Back Projected Kernel Density Estimation
2012-04-28,ExomeDepth,Calls CNV from exome sequence data
2012-04-28,GUniFrac,Generalized UniFrac distances
2012-04-28,randtoolbox,toolbox for pseudo and quasi random number generation and RNG tests
2012-04-28,risaac,A fast cryptographic random number generator using ISAAC by Robert Jenkins
2012-04-27,BMA,Bayesian Model Averaging
2012-04-27,earth,Multivariate Adaptive Regression Spline Models
2012-04-27,fmsb,Functions for medical statistics book with some demographic data
2012-04-27,GenSA,R functions for Generalized Simulated Annealing
2012-04-27,libamtrack,Computational routines for proton and ion radiotherapy
2012-04-27,sprint,Simple Parallel R INTerface
2012-04-27,weightedKmeans,Weighted KMeans Clustering
2012-04-26,ivbma,Bayesian Instrumental Variable Estimation and Model Determination via Conditional Bayes Factors
2012-04-26,party,A Laboratory for Recursive Partytioning
2012-04-26,pcalg,Estimation of CPDAG/PAG and causal inference using the IDA algorithm
2012-04-26,rcom,R COM Client Interface and internal COM Server
2012-04-26,RfmriVC,Varying stimulus coefficient fMRI models in R
2012-04-25,binomlogit,Efficient MCMC for Binomial Logit Models
2012-04-25,HMP,Hypothesis Testing and Power Calculations for Comparing Metagenomic Samples from HMP
2012-04-25,locfit,"Local Regression, Likelihood and Density Estimation"
2012-04-25,partsm,Periodic Autoregressive Time Series Models
2012-04-25,rpartScore,Classification trees for ordinal responses
2012-04-25,rworldmap,For mapping global data : rworldmap
2012-04-25,superdiag,R Code for Testing Markov Chain Nonconvergence
2012-04-25,survival,"Survival analysis, including penalised likelihood"
2012-04-25,timetools,provides objects and tools to manipulate irregular unhomogeneous time data and subtime data
2012-04-24,ade4,Analysis of Ecological Data : Exploratory and Euclidean methods in Environmental sciences
2012-04-24,anoint,Analysis of interactions
2012-04-24,BINCO,Bootstrap Inference for Network COstruction
2012-04-24,cloudRmpiJars,Third-party jars for cloudRmpi
2012-04-24,constrainedKriging,"Constrained, covariance-matching constrained and universal point or block kriging"
2012-04-24,cplexAPI,R Interface to C API of IBM ILOG CPLEX
2012-04-24,CrypticIBDcheck,Identifying cryptic relatedness in genetic association studies
2012-04-24,demography,"Forecasting mortality, fertility, migration and population data"
2012-04-24,distory,Distance Between Phylogenetic Histories
2012-04-24,geospt,"Spatial geostatistics; some geostatistical and radial basis functions, prediction and cross validation; design of optimal spatial sampling networks based on geostatistical modelling"
2012-04-24,pbkrtest,Parametric bootstrap and Kenward Roger based methods for mixed model comparison
2012-04-24,qualityTools,Statistical Methods for Quality Science
2012-04-24,rreval,Remote R Evaluator (rreval)
2012-04-24,spBayes,Univariate and Multivariate Spatial Modeling
2012-04-24,textcat,N-Gram Based Text Categorization
2012-04-23,ahaz,Regularization for semiparametric additive hazards regression
2012-04-23,arules,Mining Association Rules and Frequent Itemsets
2012-04-23,bsml,Basis Selection from Multiple Libraries
2012-04-23,cec2005benchmark,Benchmark for the CEC 2005 Special Session on Real-Parameter Optimization
2012-04-23,CONORData,CONORData
2012-04-23,deldir,Delaunay Triangulation and Dirichlet (Voronoi) Tessellation
2012-04-23,dynaTree,Dynamic trees for learning and design
2012-04-23,ENmisc,Neuwirth miscellaenous
2012-04-23,gcdnet,A generalized coordinate descent (GCD) algorithm for computing the solution path of the hybrid Huberized support vector machine (HHSVM) and its generalization
2012-04-23,multitable,"Simultaneous manipulation of multiple arrays of data, with data.list objects"
2012-04-23,noia,Implementation of the Natural and Orthogonal InterAction (NOIA) model
2012-04-23,QCAGUI,QCA Graphical User Interface
2012-04-23,rknn,Random KNN Classification and Regression
2012-04-23,robust,Insightful Robust Library
2012-04-23,smatr,(Standardised) Major Axis Estimation and Testing Routines
2012-04-23,spider,Species Identity and Evolution in R
2012-04-22,LeLogicielR,"Functions and datasets to accompany the book ""Le logiciel R: Maitriser le langage, Effectuer des analyses statistiques"" (french)"
2012-04-22,optimx,A Replacement and Extension of the optim() Function
2012-04-22,orddom,Ordinal Dominance Statistics
2012-04-22,VPdtw,Variable Penalty Dynamic Time Warping
2012-04-21,ANN,Feedforward Artificial Neural Network optimized by Genetic Algorithm
2012-04-21,clpAPI,R Interface to C API of COIN-OR Clp
2012-04-21,dcemriS4,A Package for Medical Image Analysis (S4 implementation)
2012-04-21,labeledLoop,Labeled Loop
2012-04-21,oro.nifti,Rigorous - NIfTI+ANALYZE+AFNI Input / Output
2012-04-21,TestSurvRec,Statistical tests to compare two survival curves with recurrent events
2012-04-20,appell,Compute Appell's F1 hypergeometric function
2012-04-20,dkDNA,Diffusion kernels on a set of genotypes
2012-04-20,mritc,MRI tissue classification
2012-04-20,NHPoisson,Modelling and validation of non homogeneous Poisson processes
2012-04-20,rgrs,Functions to make R usage in social sciences easier (in french)
2012-04-20,saws,Small-Sample Adjustments for Wald tests Using Sandwich Estimators
2012-04-20,sybil,SyBiL - Efficient constrained based modelling in R
2012-04-20,tgp,Bayesian treed Gaussian process models
2012-04-19,bcp,A Package for Performing a Bayesian Analysis of Change Point Problems
2012-04-19,diffEq,Functions from the book Solving Differential Equations in R
2012-04-19,limSolve,Solving Linear Inverse Models
2012-04-19,MDM,Multinomial Diversity Model
2012-04-19,msSurv,Nonparametric Estimation for Multistate Models
2012-04-19,mvoutlier,Multivariate outlier detection based on robust methods
2012-04-19,ReadImages,Image Reading Module for R
2012-04-19,vec2dtransf,2D Cartesian Coordinate Transformation
2012-04-19,xpose4,Xpose 4
2012-04-19,xpose4classic,Xpose 4 Classic Menu System
2012-04-19,xpose4data,Xpose 4 Data Functions Package
2012-04-19,xpose4generic,Xpose 4 Generic Functions Package
2012-04-19,xpose4specific,Xpose 4 Specific Functions Package
2012-04-18,diptest,Hartigan's dip test statistic for unimodality - corrected code
2012-04-18,dlmap,Detection Localization Mapping for QTL
2012-04-18,fOptions,Basics of Option Valuation
2012-04-18,LOST,Missing morphometric data simulation and estimation
2012-04-18,robfilter,Robust Time Series Filters
2012-04-18,Snowball,Snowball Stemmers
2012-04-18,VarEff,Variation of effective population size
2012-04-17,afmtools,"Estimation, Diagnostic and Forecasting Functions for ARFIMA models"
2012-04-17,bclust,"Bayesian clustering using spike-and-slab hierarchical model, suitable for clustering high-dimensional data"
2012-04-17,blighty,United Kingdom coastlines
2012-04-17,flux,Flux rate calculation from dynamic closed chamber measurements
2012-04-17,gbm,Generalized Boosted Regression Models
2012-04-17,GWAF,Genome-wide association/interaction analyses with family data
2012-04-17,hdlm,Fitting High Dimensional Linear Models
2012-04-17,JohnsonDistribution,Johnson Distribution
2012-04-17,nlsmsn,Fitting nonlinear models with scale mixture of skew-normal distributions
2012-04-17,oblique.tree,Oblique Trees for Classification Data
2012-04-17,RHRV,Heart rate variability analysis of ECG data
2012-04-17,sft,Functions for Systems Factorial Technology Analysis of Data
2012-04-17,tis,Time Indexes and Time Indexed Series
2012-04-16,compound.Cox,Regression estimation based on the compound covariate methed under the Cox proportional hazard model
2012-04-16,dgmb,dgmb Simulating data for PLS structural models
2012-04-16,disclapmix,Discrete Laplace mixture inference using the EM algorithm
2012-04-16,doMC,Foreach parallel adaptor for the multicore package
2012-04-16,doParallel,Foreach parallel adaptor for the parallel package
2012-04-16,doSNOW,Foreach parallel adaptor for the snow package
2012-04-16,foreach,Foreach looping construct for R
2012-04-16,GeneCycle,Identification of Periodically Expressed Genes
2012-04-16,isocir,Isotonic Inference for Circular data
2012-04-16,iterators,Iterator construct for R
2012-04-16,logitnorm,Functions for the logitnormal distribution
2012-04-16,splm,Econometric Models for Spatial Panel Data
2012-04-16,tempdisagg,Methods for Temporal Disaggregation and Interpolation of Time Series
2012-04-16,xlsxjars,Package required jars for the xlsx package
2012-04-15,GeneralizedHyperbolic,The Generalized Hyperbolic Distribution
2012-04-15,modelfree,Model-free estimation of a psychometric function
2012-04-15,mseapca,Metabolite set enrichment analysis for factor loading in principal component analysis
2012-04-15,multilevel,Multilevel Functions
2012-04-14,bayesTFR,Bayesian Fertility Projection
2012-04-14,bqtl,Bayesian QTL mapping toolkit
2012-04-14,HiddenMarkov,Hidden Markov Models
2012-04-14,medAdherence,Medication Adherence: Commonly Used Definitions
2012-04-13,cherry,Multiple testing methods for exploratory research
2012-04-13,coefplot,Plots Coefficients from Fitted Models
2012-04-13,CompRandFld,Composite-likelihood based Analysis of Random Fields
2012-04-13,DistributionUtils,Distribution Utilities
2012-04-13,LIHNPSD,Poisson Subordinated Distribution
2012-04-13,MKmisc,Miscellaneous Functions from M. Kohl
2012-04-13,modTempEff,Modelling temperature effects using time series data
2012-04-13,scriptests,Transcript-based unit tests that are easy to create and maintain
2012-04-13,SkewHyperbolic,The Skew Hyperbolic Student t-Distribution
2012-04-13,sphet,Spatial Models with heteroskedastic innovations
2012-04-13,SRMA,SRMA Analysis of Array-based Sequencing Data
2012-04-13,sybilDynFBA,Dynamic FBA : dynamic flux balance analysis
2012-04-13,track,Track Objects
2012-04-13,VarianceGamma,The Variance Gamma Distribution
2012-04-13,VGAM,Vector Generalized Linear and Additive Models
2012-04-12,coloc,Colocalisation tests of two genetic traits
2012-04-12,digeR,GUI tool for analyzing 2D DIGE data
2012-04-12,growcurves,Bayesian semiparametric growth curve models that additionally include multiple membership random effects
2012-04-12,mvnormtest,Normality test for multivariate variables
2012-04-12,psgp,Projected Spatial Gaussian Process (psgp) methods
2012-04-12,RDieHarder,R interface to the dieharder RNG test suite
2012-04-12,reweight,Adjustment of Survey Respondent Weights
2012-04-12,sdcMicro,Statistical Disclosure Control methods for the generation of public- and scientific-use files
2012-04-12,splus2R,Supplemental S-PLUS functionality in R
2012-04-12,sROC,Nonparametric Smooth ROC Curves for Continuous Data
2012-04-11,effects,"Effect Displays for Linear, Generalized Linear, Multinomial-Logit, Proportional-Odds Logit Models and Mixed-Effects Models"
